,Title,Published,Channel,Views,Likes,Comments,Shares,Description,Tags,Captions,Duration,Default Language
69,Trump approves Nvidia H200 AI chip exports to China with 25% fee,2025-12-09T13:48:20Z,USA TODAY,6517,49,10,,"Trump allows Nvidia H200 AI chips to be sold to China with a 25% import tax after meeting CEO Jensen Huang.

Sign up for our newsletter for the day's top stories, from sports to movies to politics to world events: https://profile.usatoday.com/newsletters/daily-briefing/","['usa today', 'usa today news']",false,PT56S,en-US
70,Bill Gates responds to being name-dropped in Epstein files,2026-02-05T14:49:50Z,USA TODAY,76043,618,229,,Microsoft co-founder Bill Gates sat for an exclusive interview with Nine Network in Australia about his connection to Jeffrey Epstein. Here's what he said.,No Tags,false,PT1M40S,en
71,Bill Gates responds to being name-dropped in Epstein files,2026-02-05T14:49:50Z,USA TODAY,76043,618,229,,Microsoft co-founder Bill Gates sat for an exclusive interview with Nine Network in Australia about his connection to Jeffrey Epstein. Here's what he said.,No Tags,false,PT1M40S,en
72,"Trump says Trevor Noah is 'terrible,' talks about Epstein island",2026-02-02T22:46:31Z,USA TODAY,37957,359,157,,"President Donald Trump said Trevor Noah did a ""terrible job"" at the Grammys during an Oval Office event. The comedian joked during Music's Biggest Night about Trump and former President Bill Clinton visiting Jeffrey Epstein's island.

READ: https://www.usatoday.com/story/news/politics/2026/02/02/trump-threatens-lawsuit-trevor-noah-epstein-island-grammys/88472753007/",No Tags,false,PT55S,en
73,Trump says latest Epstein file release clears him of wrongdoing,2026-02-01T17:46:11Z,USA TODAY,343882,3251,1700,,"President Trump said the the latest batch of Justice Department files concerning convicted sex offender Jeffrey Epstein cleared him of any wrongdoing.

Sign up for our newsletter for the day's top stories, from sports to movies to politics to world events: https://profile.usatoday.com/newsletters/daily-briefing/

#Trump #Epstein #DOJ","['usa today', 'usa today news', 'trump', 'donald trump', 'trump epstein', 'donald trump epstein', 'trump epstein files']",false,PT55S,en-US
74,Here's all the celebrities and political figures that stepped out for 'Melania',2026-01-30T02:37:37Z,USA TODAY,13425,77,61,,"Nicki Minaj, President Donald Trump and First Lady Melania Trump, Brett Ratner, Dr. Oz and his family, and RFK step out for the ""Melania"" premiere.

READ: https://www.usatoday.com/story/entertainment/movies/2026/01/29/melania-movie-documentary-fashion-looks/88415911007/",No Tags,false,PT23S,en
75,Robot dogs with billionaire wax heads wow Art Basel #Shorts,2025-12-05T13:14:27Z,USA TODAY,9615,122,16,,"A striking Art Basel exhibit in Miami features wax heads on robot dogs that create photo art exploring technology and pop culture.

Sign up for our newsletter for the day's top stories, from sports to movies to politics to world events: https://profile.usatoday.com/newsletters/daily-briefing/

#Art #Robot #Tech","['Art Basel Miami', 'Art Basel robot dog installation', 'Wax heads of billionaires', 'art robot technology museum', 'artist Andy Warhol', 'artist Mike Winkelmann', 'artist Pablo Picasso', 'billionaire Elon Musk', 'billionaire Jeff Bezos', 'billionaire Mark Zuckerberg', 'billionaire wax portrait', 'wax head art installation Miami']",false,PT49S,en
76,"Biden slams Trump for putting Bezos, Musk, Zuckerberg over Americans",2025-11-08T21:33:06Z,USA TODAY,53445,795,366,,"Former President Joe Biden slammed President Trump for the government shutdown and his refusal to pay SNAP benefits for vulnerable Americans.

Sign up for our newsletter for the day's top stories, from sports to movies to politics to world events: https://profile.usatoday.com/newsletters/daily-briefing/

#Biden #Trump #Politics","['usa today', 'usa today news', 'biden', 'joe biden', 'joe biden speech', 'joe biden slams trump', 'biden trump', 'joe biden donald trump', 'donald trump joe biden', 'jeff bezos', 'mark zuckerberg', 'elon musk', 'snap', 'snap cuts', 'snap benefits', 'trump snap', 'government shutdown']",false,PT1M,en-US
77,Trump unveils double decker White House ballroom model and says it 'could be one of the greatest',2025-10-22T23:42:31Z,USA TODAY,28979,167,140,,President Donald Trump showcased a model of the new White House ballroom and explained why the East Wing is being torn down.,No Tags,false,PT54S,en
78,Jeff Bezos parody mannequins installed around Venice #Shorts,2025-06-27T16:18:46Z,USA TODAY,6894,96,11,,"An art collective installed satirical mannequins of Jeff Bezos around Venice ahead of his wedding.

#JeffBezos #Wedding #Venice","['usa today', 'usa today news', 'billionaire Amazon founder Jeff Bezos', 'Jeff Bezos parody mannequins installed', 'Jeff Bezos Venice wedding protest', 'Jeff Bezos art protest', 'Jeff Bezos wedding backlash', 'Venice wedding overtourism', 'Jeff Bezos more taxes protest', 'art collective mannequin protest', 'mannequin installation']",false,PT47S,en
79,Supreme Court sides with South Carolina in effort to cut Planned Parenthood funding,2025-06-27T09:25:04Z,USA TODAY,1071,25,4,,"USA TODAY Supreme Court Correspondent Maureen Groppe breaks down the implications of the high court's decision siding with South Carolina in its effort to cut Planned Parenthood funding. https://tinyurl.com/ywn6mtjx

President Donald Trump's passport policy was lifted. But some Americans are still in the dark. https://tinyurl.com/cmanaj6z

Protests pop up in Venice before the Jeff Bezos-Lauren Sánchez wedding. https://tinyurl.com/tmt2yh22 Why are people upset? https://tinyurl.com/ypt3z6ra

USA TODAY National Correspondent Marco della Cava talks about the popularity of Formula One racing and a new Brad Pitt movie - F1 - in theaters today. https://tinyurl.com/r6h6xs7m

(Trailer credit: Apple Original Films/Warner Bros. Pictures)

#Podcast #News #Audio","['usa today', 'usa today news']",false,PT10M50S,en
80,"Kardashians, Ivanka Trump and other celebs arrive for Bezos wedding #Shorts",2025-06-26T14:16:13Z,USA TODAY,8624,102,10,,"Celebrities, including Ivanka Trump and Oprah Winfrey, arrived in Venice for the wedding of Amazon founder Jeff Bezos and journalist Lauren Sánchez.

#Bezos #Wedding #Celebrity","['usa today', 'usa today news', 'bezos wedding', 'jeff bezos wedding', 'jeff bezos lauren sanchez', 'bezos wedding venice', 'bezos wedding italy', 'oprah winfrey', 'kim kardashian', 'ivanka trump', 'amazon']",false,PT1M11S,en
81,Cost of Bezos nuptials vs the cost of average US wedding #Shorts,2025-06-25T21:36:01Z,USA TODAY,8632,68,6,,"The cost of Jeff Bezos and Lauren Sánchez's wedding has some people upset, but here's how it compares to the average wedding in the U.S.

#JeffBezos #LaurenSanchez #Venice","['USA TODAY', 'USA TODAY Life', 'USA TODAY Money', 'Life', 'Money', 'Jeff Bezos', 'Lauren Sanchez', 'Amazon', 'Venice', 'USA TODAY News', 'Italy', 'wedding', 'weddings', 'marry', 'married', 'marriage', 'wealth', 'wedding cost', 'wedding costs', 'cost of wedding', 'cost of weddings', 'nuptials', 'Blue Origin', 'extreme wealth', 'wealth inequality', 'The Washington Post']",false,PT48S,en
82,'It is becoming a Disneyland': Venetians brace for Jeff Bezos’ wedding #Shorts,2025-06-24T21:25:44Z,USA TODAY,1992,24,1,,"Some Venetians are welcoming the uptick in business that comes with Jeff Bezos' wedding. Others worry it's turning their city into a spectacle.

Read more: https://www.usatoday.com/story/entertainment/celebrities/2025/06/24/jeff-bezos-lauren-sanchez-wedding-venice-protests/84335020007/

#Bezos #Venice #Italy",No Tags,false,PT1M29S,en
83,Inside look at Jeff Bezos' more than $20 million wedding #Shorts,2025-06-24T17:04:58Z,USA TODAY,28357,164,11,,"This is what billionaire Amazon founder Jeff Bezos and Lauren Sánchez's Venice wedding could be like.

#JeffBezos #Venice #Wedding","['usa today', 'usa today news', 'Amazon founder Jeff Bezos', 'Jeff Bezos and Lauren Sánchez wedding', 'billionaire Jeff Bezos', '$20 million three-day Venice wedding', 'Venice destination wedding', 'Jeff Bezos and Lauren Sánchez relationship', 'Jeff Bezos wedding attendees', 'Lauren Sánchez wedding dress', 'Venice wedding']",false,PT49S,en
84,Activists protest against Jeff Bezos ahead of Venice wedding #Shorts,2025-06-23T14:39:52Z,USA TODAY,7695,272,36,,"Activists called on Amazon founder Jeff Bezos to pay more in taxes ahead of his three day Venice wedding.

#JeffBezos #Venice #Protest","['usa today', 'usa today news', 'Amazon founder Jeff Bezos', 'Jeff Bezos Venice wedding', 'Jeff Bezos taxes protest', 'Jeff Bezos wedding protest', 'Jeff Bezos pay taxes', 'Venice activists', 'Bezos three day Venice wedding', 'activists protest against Bezos', 'activists protest wedding', 'Venice tax protesting']",false,PT58S,en
85,"Watch live: Gayle King, Katy Perry among 6 women headed to space on Blue Origin craft",2025-04-14T14:32:57Z,USA TODAY,113071,467,75,,"A group of six women that includes CBS host Gayle King and pop star Katy Perry are preparing to blast off on a historic all-female commercial spaceflight in one week.

When a Blue Origin spacecraft gets off the ground, the crew of women will become the latest humans to be treated to a brief trip to the edge of space courtesy of Amazon founder Jeff Bezos' space technology company.

Blue Origin, which Bezos started in 2000, has been offering the cosmic joyrides to celebrities and other paying customers since its New Shepard spacecraft began crewed launches in 2021. The launch, scheduled for Monday in West Texas, will be the company's 11th human flight and 31st flight overall.","['usa today', 'usa today news']",false,PT2H5M16S,en
86,Blue Origin space tourism launch,2024-11-22T16:06:52Z,USA TODAY,3025,38,3,,"Watch live as Blue Origin, Jeff Bezos' space company, launches its ninth human flight to the edge of space.","['usa today', 'usa today news']",false,PT48M53S,en
87,Who is the richest person in the world? Elon Musk's wealth explained | JUST CURIOUS,2023-11-10T15:04:43Z,USA TODAY,1372,8,12,,"How much money does the richest person in the world have? Here's some perspective on Elon Musk's wealth.

Read more: Elon Musk? Bill Gates? Jeff Bezos? Here's who takes the crown for world's richest person. https://tinyurl.com/5b37wcj2

#JustCurious #ElonMusk #Billionaire","['usa today', 'usa today news', 'elon musk', 'jeff bezos', 'personal finance', 'bill gates', 'forbes digital', 'forbes magazine', 'forbes media', 'elon musk interview', 'elon musk joe rogan', 'elon musk vs mark zuckerberg', 'elon musk lex fridman', 'elon musk bbc interview', 'elon musk motivation', 'jeff bezos interview']",false,PT1M7S,en
88,Chinese President Xi Jinping confronts Justin Trudeau at G20 | USA TODAY #Shorts,2022-11-17T14:21:59Z,USA TODAY,14182465,293299,27793,,"Chinese President Xi Jinping criticized Canadian Prime Minister Justin Trudeau at the G20 summit for leaking details of a private meeting regarding Chinese interference in Canada’s domestic affairs. 

RELATED: Former Chinese President Hu Jintao removed from Communist Party congress https://bit.ly/3UCZgkx

President Joe Biden said after his meeting Monday with Chinese President Xi Jinping that he is confident China is not preparing to attack Taiwan.

""I'm committed to keeping the lines of communications open between you and me personally, but also our governments across the board,"" Biden told Xi on Monday, emphasizing both countries share a responsibility to ""manage our differences, prevent competition from becoming anything ever to near conflict, and to find ways to work together on urgent global issues that require our mutual cooperation.""

Xi responded: ""The world has come to a crossroads. Where to go from here – this is a question that is not only on our mind but also on the mind of all countries. The world expects that China and the United States will properly handle the relationship.""  

» Subscribe to USA TODAY: http://bit.ly/1xa3XAh
» Watch more on this and other topics from USA TODAY: https://bit.ly/3QYKjbc  
» USA TODAY delivers current local and national news, sports, entertainment,  finance, technology, and more through award-winning journalism, photos, videos and VR.

#China #Canada #Politics","['usa today', 'usa today news', 'xi jinping', 'xi', 'jinping', 'justin trudeau', 'justin', 'trudeau', 'canada', 'china', 'china canada', 'china canada g20', 'g20', 'g20 summit 2022', 'g20 summit', 'g20 xi jinping', 'g20 xi', 'china canada leak', 'china canada leaked conversation', 'china canada g20 leak', 'china canada relations', 'canada china g20', 'canada china leak', 'canada china g20 leak', 'canada china news', 'canada china tension', 'trudeau xi jinping g20', 'trudeau xi jinping', 'trudeau jinping', 'trudeau leaked audio recording']",false,PT43S,en
